name,author,img_paths,bounding_boxes,text
Earth User's Guide to Permaculture,Rosemary Morrow,dataset\adjusted_dataset\Science-Geography\0000308.jpg,"[[[44, 86], [502, 86], [502, 274], [44, 274]]]","[""earth-user g guide to eusaculture""]"
The Biology of Belief,Bruce H Lipton,dataset\adjusted_dataset\Science-Geography\0000309.jpg,"[[[36, 24], [461, 24], [461, 122], [36, 122]]]","[""the bioloc, of belief 9""]"
An Elephant in My Kitchen,Francoise Malby-Anthony,dataset\adjusted_dataset\Science-Geography\0000310.jpg,"[[[25, 69], [493, 69], [493, 223], [25, 223]]]","[""a n elephane 1t1 it }\"" kitchen""]"
What Doesn't Kill Us,Scott Carney,dataset\adjusted_dataset\Science-Geography\0000311.jpg,"[[[84, 270], [431, 270], [431, 414], [84, 414]]]","[""what doesn't kill us""]"
Creating a Forest Garden,Martin Crawford,dataset\adjusted_dataset\Science-Geography\0000312.jpg,"[[[119, 471], [378, 471], [378, 499], [119, 499]]]","[""murtincrammtdrd""]"
The Singularity is Near,Ray Kurzweil,dataset\adjusted_dataset\Science-Geography\0000313.jpg,"[[[35, 166], [486, 166], [486, 335], [35, 335]]]","[""5ingulaktty 215 near""]"
The Smartest Guys in the Room,Bethany McLean,dataset\adjusted_dataset\Science-Geography\0000314.jpg,"[[[37, 60], [475, 60], [475, 235], [37, 235]]]","[""smartest gums in mmhe zoom""]"
Blue Planet II,James Honeyborne,dataset\adjusted_dataset\Science-Geography\0000315.jpg,"[[[70, 62], [448, 62], [448, 94], [70, 94]]]","[""blue planet m""]"
Happy City,Charles Montgomery,dataset\adjusted_dataset\Science-Geography\0000316.jpg,[],[]
Abundance,Peter H. Diamandis,dataset\adjusted_dataset\Science-Geography\0000317.jpg,[],[]
Animal-speak,Ted Andrews,dataset\adjusted_dataset\Science-Geography\0000318.jpg,"[[[7, 7], [501, 7], [501, 143], [7, 143]]]","[""animal-speais tne sprkt heafawens olenanet fn""]"
Unthinkable,Helen Thomson,dataset\adjusted_dataset\Science-Geography\0000319.jpg,[],[]
Brain On Fire: My Month of Madness,Susannah Cahalan,dataset\adjusted_dataset\Science-Geography\0000320.jpg,[],[]
"Ganong's Review of Medical Physiology, Twenty-Fifth Edition",Kim E. Barrett,dataset\adjusted_dataset\Science-Geography\0000321.jpg,"[[[27, 25], [333, 25], [333, 203], [27, 203]]]","[""ganong'5 review of medical physiology""]"
The Scorch Trials,James Dashner,dataset\adjusted_dataset\Science-Geography\0000322.jpg,"[[[35, 205], [474, 205], [474, 308], [35, 308]]]","[""scorch tnials""]"
Psilocybin Mushrooms Of The World,Paul Stamets,dataset\adjusted_dataset\Science-Geography\0000323.jpg,"[[[24, 56], [476, 56], [476, 249], [24, 249]]]","[""p'silocyrin mushrooms 0l liie world""]"
The Book of Why,Judea Pearl,dataset\adjusted_dataset\Science-Geography\0000324.jpg,"[[[94, 11], [419, 11], [419, 496], [94, 496]]]","[""judea pearl the book of why ol ciust ln eecc the ncu srike""]"
Pearson Baccalaureate Chemistry Higher Level 2nd edition print and online edition for the IB Diploma,Catrin Brown,dataset\adjusted_dataset\Science-Geography\0000325.jpg,[],[]
The Blue Zones,Dan Buettner,dataset\adjusted_dataset\Science-Geography\0000326.jpg,"[[[23, 457], [489, 457], [489, 499], [23, 499]]]","[""dan buettner""]"
The Science of Interstellar,Kip Thorne,dataset\adjusted_dataset\Science-Geography\0000327.jpg,"[[[25, 229], [485, 229], [485, 271], [25, 271]]]","[""interstllak""]"
Tinkerlab,Rachelle Doorley,dataset\adjusted_dataset\Science-Geography\0000328.jpg,"[[[290, 188], [404, 188], [404, 212], [290, 212]]]","[""ekerar""]"
Play,Stuart Brown,dataset\adjusted_dataset\Science-Geography\0000329.jpg,[],[]
Things to Make and Do in the Fourth Dimension,Matt Parker,dataset\adjusted_dataset\Science-Geography\0000330.jpg,"[[[0, 0], [476, 0], [476, 499], [0, 499]]]","[""t hings to make and do& the fuurth dimenslon matt farker""]"
Pocket Ref,Thomas J. Glover,dataset\adjusted_dataset\Science-Geography\0000331.jpg,"[[[82, 116], [248, 116], [248, 166], [82, 166]]]","[""ref""]"
The Art of Strategy,Avinash K. Dixit,dataset\adjusted_dataset\Science-Geography\0000332.jpg,"[[[19, 199], [506, 199], [506, 469], [19, 469]]]","[""the art strategy 90 497t k dtt rt#t / njllot""]"
Give Me Half!,Stuart J. Murphy,dataset\adjusted_dataset\Science-Geography\0000333.jpg,"[[[110, 26], [491, 26], [491, 138], [110, 138]]]","[""give me half ! hbhel kaat milutdkglleau""]"
The Inevitable,Kevin Kelly,dataset\adjusted_dataset\Science-Geography\0000334.jpg,"[[[6, 95], [501, 95], [501, 158], [6, 158]]]","[""inevitable""]"
How to Invent Everything,Ryan North,dataset\adjusted_dataset\Science-Geography\0000335.jpg,"[[[55, 70], [442, 70], [442, 257], [55, 257]]]","[""how to invent e erything""]"
Thing Explainer,Randall Munroe,dataset\adjusted_dataset\Science-Geography\0000336.jpg,"[[[118, 60], [398, 60], [398, 199], [118, 199]]]","[""thing explainer cempecatid sfetr tn itpet dfaea""]"
The Cartoon Guide to Chemistry,Larry Gonick,dataset\adjusted_dataset\Science-Geography\0000337.jpg,"[[[13, 10], [505, 10], [505, 133], [13, 133]]]","[""thecaptoonguide to cllgmigtav""]"
Humble Pi,Matt Parker,dataset\adjusted_dataset\Science-Geography\0000338.jpg,"[[[47, 25], [470, 25], [470, 191], [47, 191]]]","[""humble pi""]"
1421,Gavin Menzies,dataset\adjusted_dataset\Science-Geography\0000339.jpg,[],[]
Inferior,Angela Saini,dataset\adjusted_dataset\Science-Geography\0000340.jpg,"[[[159, 184], [364, 184], [364, 238], [159, 238]]]","[""inferior""]"
The Brain That Changes Itself,Norman Doidge,dataset\adjusted_dataset\Science-Geography\0000341.jpg,"[[[36, 124], [366, 124], [366, 152], [36, 152]]]","[""tha bealin mat""]"
The Rules of Life,Richard Templar,dataset\adjusted_dataset\Science-Geography\0000342.jpg,"[[[143, 147], [367, 147], [367, 350], [143, 350]]]","[""the rules of life""]"
Istanbul,Orhan Pamuk,dataset\adjusted_dataset\Science-Geography\0000343.jpg,[],[]
Incognito,David Eagleman,dataset\adjusted_dataset\Science-Geography\0000344.jpg,"[[[93, 251], [417, 251], [417, 287], [93, 287]]]","[""incognito""]"
Human Anatomy,Margaret Matt,dataset\adjusted_dataset\Science-Geography\0000345.jpg,"[[[37, 42], [474, 42], [474, 121], [37, 121]]]","[""humananatomy cclrlng book""]"
The Story of the Human Body,Daniel Lieberman,dataset\adjusted_dataset\Science-Geography\0000346.jpg,"[[[103, 293], [407, 293], [407, 376], [103, 376]]]","[""hu man bodx""]"
Silent Spring,Rachel Carson,dataset\adjusted_dataset\Science-Geography\0000347.jpg,"[[[25, 35], [485, 35], [485, 215], [25, 215]]]","[""silen t 5 p #tig 50""]"
The Craft of Research,Wayne C. Booth,dataset\adjusted_dataset\Science-Geography\0000348.jpg,[],[]
The Better Angels of Our Nature,Steven Pinker,dataset\adjusted_dataset\Science-Geography\0000349.jpg,"[[[0, 24], [490, 24], [490, 511], [0, 511]]]","[""steven pinker thb better angels on our nature \""ftyioienceh4s decuned jur uitt tcer tine7 o0k ret""]"
Dirt to Soil,Gabe Brown,dataset\adjusted_dataset\Science-Geography\0000350.jpg,[],[]
Wonders of the Solar System,Brian Cox,dataset\adjusted_dataset\Science-Geography\0000351.jpg,"[[[30, 67], [406, 67], [406, 333], [30, 333]]]","[""he wonders of the solar system briancox""]"
"The Feynman Lectures on Physics, boxed set",Richard P. Feynman,dataset\adjusted_dataset\Science-Geography\0000352.jpg,"[[[63, 70], [428, 70], [428, 337], [63, 337]]]","[""7 feynman lretlrei 'on thysles 2""]"
Neuroanatomy through Clinical Cases,Hal Blumenfeld,dataset\adjusted_dataset\Science-Geography\0000353.jpg,"[[[54, 46], [457, 46], [457, 179], [54, 179]]]","[""neuroanatomy trongk clinical cases""]"
Into the Magic Shop,Director James R Doty,dataset\adjusted_dataset\Science-Geography\0000354.jpg,"[[[135, 176], [379, 176], [379, 224], [135, 224]]]","[""irto the naoic shcf""]"
Conscious,Annaka Harris,dataset\adjusted_dataset\Science-Geography\0000355.jpg,[],[]
Talking to Strangers,Malcolm Gladwell,dataset\adjusted_dataset\Science-Geography\0000356.jpg,"[[[33, 36], [476, 36], [476, 364], [33, 364]]]","[""malcolm gladwell talking to strangers wt#an~ han cnt%""]"
Ocean,Dan Kainen,dataset\adjusted_dataset\Science-Geography\0000357.jpg,"[[[0, 25], [512, 25], [512, 148], [0, 148]]]","[""ocean""]"
Bonk,Mary Roach,dataset\adjusted_dataset\Science-Geography\0000358.jpg,[],[]
The Memory Code,Lynne Kelly,dataset\adjusted_dataset\Science-Geography\0000359.jpg,"[[[51, 243], [469, 243], [469, 370], [51, 370]]]","[""memory code""]"
Travelling to Infinity: The True Story Behind the Theory of Everything,Jane Hawking,dataset\adjusted_dataset\Science-Geography\0000360.jpg,[],[]
Zeitoun,Dave Eggers,dataset\adjusted_dataset\Science-Geography\0000361.jpg,"[[[36, 32], [432, 32], [432, 80], [36, 80]]]","[""etlluf""]"
Vibrant Matter,Jane Bennett,dataset\adjusted_dataset\Science-Geography\0000362.jpg,"[[[147, 68], [366, 68], [366, 96], [147, 96]]]","[""yibrz nitter""]"
Our Mathematical Universe,Max Tegmark,dataset\adjusted_dataset\Science-Geography\0000363.jpg,"[[[17, 8], [363, 8], [363, 150], [17, 150]]]","[""max tegmark our mathematical universe fy oleettot cns ulimoca nature ofrealty""]"
Money,Yuval Noah Harari,dataset\adjusted_dataset\Science-Geography\0000364.jpg,"[[[171, 471], [271, 471], [271, 487], [171, 487]]]","[""minac""]"
For the Love of Physics,Walter H. G. Lewin,dataset\adjusted_dataset\Science-Geography\0000365.jpg,"[[[55, 76], [458, 76], [458, 288], [55, 288]]]","[""tvr the lve of py /4s""]"
An Astonishing Secret,Daniel O'Leary,dataset\adjusted_dataset\Science-Geography\0000366.jpg,"[[[135, 293], [375, 293], [375, 331], [135, 331]]]","[""secret""]"
The Laws Guide to Nature Drawing and Journaling,John Muir Laws,dataset\adjusted_dataset\Science-Geography\0000367.jpg,"[[[34, 26], [482, 26], [482, 113], [34, 113]]]","[""nature drawing ond journaling""]"
Death by Black Hole,Neil Degrasse Tyson,dataset\adjusted_dataset\Science-Geography\0000368.jpg,"[[[34, 344], [482, 344], [482, 391], [34, 391]]]","[""death by black hole""]"
The Fabric of the Cosmos,Brian Greene,dataset\adjusted_dataset\Science-Geography\0000369.jpg,[],[]
The Rise of Superman,Steven Kotler,dataset\adjusted_dataset\Science-Geography\0000370.jpg,[],[]
Stealing Fire,Steven Kotler,dataset\adjusted_dataset\Science-Geography\0000371.jpg,"[[[55, 111], [453, 111], [453, 199], [55, 199]]]","[""steactng fire""]"
The Anatomy of Hatha Yoga,H.David Coulter,dataset\adjusted_dataset\Science-Geography\0000372.jpg,[],[]
The Holographic Universe,Michael Talbot,dataset\adjusted_dataset\Science-Geography\0000373.jpg,"[[[18, 37], [498, 37], [498, 122], [18, 122]]]","[""the holographic v m | \"" e r $ e""]"
Humble Pi,Matt Parker,dataset\adjusted_dataset\Science-Geography\0000374.jpg,"[[[45, 25], [470, 25], [470, 191], [45, 191]]]","[""humble pi""]"
A Universe from Nothing,Lawrence M Krauss,dataset\adjusted_dataset\Science-Geography\0000375.jpg,"[[[28, 302], [482, 302], [482, 378], [28, 378]]]","[""nothing""]"
How Emotions Are Made,Lisa Feldman Barrett,dataset\adjusted_dataset\Science-Geography\0000376.jpg,"[[[61, 162], [462, 162], [462, 408], [61, 408]]]","[""emotions are made the secret life ofthe brain""]"
Where's the Poop?,Julie Markes,dataset\adjusted_dataset\Science-Geography\0000377.jpg,"[[[168, 74], [340, 74], [340, 232], [168, 232]]]","[""wheres the poop?""]"
Freakonomics,Steven D Levitt,dataset\adjusted_dataset\Science-Geography\0000378.jpg,[],[]
Childhood Disrupted,Donna Jackson Nakazawa,dataset\adjusted_dataset\Science-Geography\0000379.jpg,[],[]
The Secret Life of Trees,Colin Tudge,dataset\adjusted_dataset\Science-Geography\0000380.jpg,"[[[31, 38], [491, 38], [491, 255], [31, 255]]]","[""the secret life off trees a tapt""]"
What is Life?,Erwin Schrodinger,dataset\adjusted_dataset\Science-Geography\0000381.jpg,"[[[56, 89], [475, 89], [475, 182], [56, 182]]]","[""schrodinger whotis lile?""]"
The Cartoon Guide to Physics,Larry Gonick,dataset\adjusted_dataset\Science-Geography\0000382.jpg,"[[[25, 33], [491, 33], [491, 185], [25, 185]]]","[""the cartoonguideto puvsic }""]"
The Simpsons and Their Mathematical Secrets,Dr. Simon Singh,dataset\adjusted_dataset\Science-Geography\0000383.jpg,"[[[9, 146], [476, 146], [476, 451], [9, 451]]]","[""simpsons and their mathematical secrets sa_s simon singh cs sn ledtodit7r7d""]"
The GCHQ Puzzle Book II,GCHQ,dataset\adjusted_dataset\Science-Geography\0000384.jpg,"[[[63, 116], [454, 116], [454, 260], [63, 260]]]","[""t h e g c a q puzzle booki""]"
Humanology,Luke O'Neill,dataset\adjusted_dataset\Science-Geography\0000385.jpg,"[[[45, 44], [448, 44], [448, 100], [45, 100]]]","[""humanology""]"
Permaculture Design,Aranya,dataset\adjusted_dataset\Science-Geography\0000386.jpg,"[[[72, 52], [440, 52], [440, 168], [72, 168]]]","[""permaculture design anmu""]"
The Elements of Statistical Learning,Trevor Hastie,dataset\adjusted_dataset\Science-Geography\0000387.jpg,"[[[86, 183], [488, 183], [488, 296], [86, 296]]]","[""the elements 0f rtatistica| learnini wurmrn\""tmrzannigrg""]"
Staying with the Trouble,Donna J. Haraway,dataset\adjusted_dataset\Science-Geography\0000388.jpg,"[[[291, 90], [506, 90], [506, 186], [291, 186]]]","[""with trouble""]"
Tiny Homes,Lloyd Kahn,dataset\adjusted_dataset\Science-Geography\0000389.jpg,"[[[75, 27], [453, 27], [453, 157], [75, 157]]]","[""tity homes simple shelter llni kahe""]"
Packing for Mars,Mary Roach,dataset\adjusted_dataset\Science-Geography\0000390.jpg,"[[[77, 140], [485, 140], [485, 421], [77, 421]]]","[""gking mars ofetu# kkl""]"
Cartoon Guide to Statistics,Larry Gonick,dataset\adjusted_dataset\Science-Geography\0000391.jpg,"[[[20, 22], [511, 22], [511, 229], [20, 229]]]","[""the cartoon guide to su8371e} prviid uroatcd 4ho coitiom""]"
Europe: A Natural History,Tim Flannery,dataset\adjusted_dataset\Science-Geography\0000392.jpg,"[[[79, 17], [437, 17], [437, 232], [79, 232]]]","[""europe antacural history""]"
Meadowland,John Lewis-Stempel,dataset\adjusted_dataset\Science-Geography\0000393.jpg,[],[]
Cooked,Michael Pollan,dataset\adjusted_dataset\Science-Geography\0000394.jpg,"[[[123, 165], [385, 165], [385, 203], [123, 203]]]","[""cooked""]"
Discovering Statistics Using R,Andy Field,dataset\adjusted_dataset\Science-Geography\0000395.jpg,"[[[21, 103], [490, 103], [490, 171], [21, 171]]]","[""discovering statsties using r""]"
Physics of the Impossible,Department of Physics Michio Kaku,dataset\adjusted_dataset\Science-Geography\0000396.jpg,"[[[37, 344], [476, 344], [476, 386], [37, 386]]]","[""lmpossibce""]"
The Rise of the Robots,Martin Ford,dataset\adjusted_dataset\Science-Geography\0000397.jpg,"[[[32, 37], [482, 37], [482, 192], [32, 192]]]","[""the rise ofthe robots""]"
Story Genius,Lisa Cron,dataset\adjusted_dataset\Science-Geography\0000398.jpg,[],[]
Superintelligence,Nick Bostrom,dataset\adjusted_dataset\Science-Geography\0000399.jpg,"[[[19, 73], [495, 73], [495, 142], [19, 142]]]","[""superintelligence f djl\""er""]"
David and Goliath,Malcolm Gladwell,dataset\adjusted_dataset\Science-Geography\0000400.jpg,"[[[84, 290], [422, 290], [422, 424], [84, 424]]]","[""david 8 goliath""]"
Curiosity,Markus Motum,dataset\adjusted_dataset\Science-Geography\0000401.jpg,"[[[80, 376], [464, 376], [464, 481], [80, 481]]]","[""curiosity tha sorv p hux kozer""]"
Chemistry Essentials For Dummies,John T. Moore,dataset\adjusted_dataset\Science-Geography\0000402.jpg,"[[[49, 66], [460, 66], [460, 280], [49, 280]]]","[""chemistry essentials dummie,s""]"
Waterlog,Roger Deakin,dataset\adjusted_dataset\Science-Geography\0000403.jpg,"[[[48, 194], [457, 194], [457, 257], [48, 257]]]","[""waterlog""]"
The Planets,Brian Cox,dataset\adjusted_dataset\Science-Geography\0000404.jpg,[],[]
Seeing Like a State,James C. Scott,dataset\adjusted_dataset\Science-Geography\0000405.jpg,"[[[156, 114], [329, 114], [329, 288], [156, 288]]]","[""seeing like a state""]"
Wilding,Isabella Tree,dataset\adjusted_dataset\Science-Geography\0000406.jpg,"[[[20, 110], [496, 110], [496, 190], [20, 190]]]","[""wildinje""]"
In Defence of Dogs,John Bradshaw,dataset\adjusted_dataset\Science-Geography\0000407.jpg,"[[[46, 89], [459, 89], [459, 180], [46, 180]]]","[""indefence of dogs""]"
The Uninhabitable Earth,David Wallace-wells,dataset\adjusted_dataset\Science-Geography\0000408.jpg,"[[[60, 154], [456, 154], [456, 277], [60, 277]]]","[""ujnitihabitable earth ~\""v\""t lf ie! fmw""]"
The Case Against Sugar,Gary Taubes,dataset\adjusted_dataset\Science-Geography\0000409.jpg,"[[[0, 279], [512, 279], [512, 512], [0, 512]]]","[""the case against sugar g2ry taubes""]"
The Cloudspotter's Guide,Gavin Pretor-Pinney,dataset\adjusted_dataset\Science-Geography\0000410.jpg,"[[[27, 84], [473, 84], [473, 207], [27, 207]]]","[""clogdsnotter' 5 nci irtwu""]"
Relativity,Albert Einstein,dataset\adjusted_dataset\Science-Geography\0000411.jpg,[],[]
The Idiot Brain,Dean Burnett,dataset\adjusted_dataset\Science-Geography\0000412.jpg,[],[]
A Colorful Introduction to the Anatomy of the Human Brain,John P. J. Pinel,dataset\adjusted_dataset\Science-Geography\0000413.jpg,"[[[46, 14], [458, 14], [458, 111], [46, 111]]]","[""eolorfukinroaretuto; anaromy hunan brain""]"
Smarter Faster Better,Charles Duhigg,dataset\adjusted_dataset\Science-Geography\0000414.jpg,"[[[64, 26], [444, 26], [444, 161], [64, 161]]]","[""the power of habt smarter faster""]"
The Moneyless Man,Mark Boyle,dataset\adjusted_dataset\Science-Geography\0000415.jpg,"[[[15, 15], [316, 15], [316, 502], [15, 502]]]","[""the money- less ma ayear qf freeconomic lining mark bofle""]"
The Mind-Gut Connection,Emeran Mayer,dataset\adjusted_dataset\Science-Geography\0000416.jpg,"[[[29, 10], [486, 10], [486, 123], [29, 123]]]","[""mind-gut connection""]"
Psychology Statistics For Dummies,Donncha Hanna,dataset\adjusted_dataset\Science-Geography\0000417.jpg,"[[[17, 40], [460, 40], [460, 323], [17, 323]]]","[""psychology statistics dummies lomio.""]"
Wired For Story,Lisa Cron,dataset\adjusted_dataset\Science-Geography\0000418.jpg,"[[[117, 191], [411, 191], [411, 357], [117, 357]]]","[""wired for story""]"
Oxford IB Study Guides: Physics for the IB Diploma,Tim Kirk,dataset\adjusted_dataset\Science-Geography\0000419.jpg,[],[]
Collapse,Jared Diamond,dataset\adjusted_dataset\Science-Geography\0000420.jpg,"[[[13, 25], [499, 25], [499, 151], [13, 151]]]","[""thf ra collapse""]"
Special Relativity and Classical Field Theory,Leonard Susskind,dataset\adjusted_dataset\Science-Geography\0000421.jpg,"[[[118, 184], [394, 184], [394, 332], [118, 332]]]","[""relativity and classical field theory tho thoorctical nmninur""]"
On the Move,Oliver Sacks,dataset\adjusted_dataset\Science-Geography\0000422.jpg,"[[[38, 62], [470, 62], [470, 251], [38, 251]]]","[""sacks tn thee mttl itc""]"
No Dig Organic Home & Garden,Charles Dowding,dataset\adjusted_dataset\Science-Geography\0000423.jpg,"[[[22, 271], [493, 271], [493, 331], [22, 331]]]","[""na dig organic hone & garden ocvdcorti sortoungvtt""]"
I Contain Multitudes,Ed Yong,dataset\adjusted_dataset\Science-Geography\0000424.jpg,"[[[75, 161], [439, 161], [439, 316], [75, 316]]]","[""contain multitudes tae mictooes yimin us mnd   crndur yinyy of /f""]"
Molecular Gastronomy,Herve This,dataset\adjusted_dataset\Science-Geography\0000425.jpg,"[[[9, 57], [499, 57], [499, 135], [9, 135]]]","[""mocar (astromy fxporing tn srinner' o| fi:tn""]"
